epoch,accuracy,loss,val_accuracy,val_loss
0,0.9325000047683716,0.2426445633172989,0.9800000190734863,0.14094623923301697
1,0.9474999904632568,0.20473356544971466,0.9800000190734863,0.12947076559066772
2,0.9599999785423279,0.18794065713882446,0.9800000190734863,0.11491615325212479
3,0.9524999856948853,0.18150295317173004,0.9800000190734863,0.10612788051366806
4,0.9574999809265137,0.1594076305627823,0.9800000190734863,0.09874211996793747
5,0.9524999856948853,0.18835079669952393,0.9800000190734863,0.0933934673666954
6,0.9624999761581421,0.1581738293170929,0.9800000190734863,0.08864203095436096
7,0.9549999833106995,0.15160799026489258,0.9800000190734863,0.0854872539639473
8,0.9624999761581421,0.14341415464878082,0.9800000190734863,0.08179254829883575
9,0.9674999713897705,0.13842962682247162,0.9800000190734863,0.07831322401762009
10,0.9599999785423279,0.14684350788593292,0.9800000190734863,0.07549610733985901
11,0.9574999809265137,0.14004085958003998,0.9800000190734863,0.07276985794305801
12,0.9599999785423279,0.1379827857017517,0.9800000190734863,0.07029130309820175
13,0.9624999761581421,0.11811947077512741,0.9800000190734863,0.06808964908123016
14,0.9624999761581421,0.1172935888171196,0.9800000190734863,0.06603779643774033
15,0.9700000286102295,0.12875370681285858,0.9800000190734863,0.0640641301870346
16,0.9649999737739563,0.12575781345367432,0.9800000190734863,0.06240256130695343
17,0.9574999809265137,0.12469708174467087,0.9800000190734863,0.061014965176582336
18,0.9674999713897705,0.10105841606855392,0.9800000190734863,0.059565428644418716
19,0.9574999809265137,0.11039648950099945,0.9800000190734863,0.05826229602098465
