epoch,accuracy,loss,val_accuracy,val_loss
0,0.875,0.25074005126953125,0.925000011920929,0.22258305549621582
1,0.9437500238418579,0.2193526327610016,0.925000011920929,0.2358933389186859
2,0.9437500238418579,0.2084757536649704,0.925000011920929,0.23687520623207092
3,0.9437500238418579,0.2194036990404129,0.925000011920929,0.2348446398973465
4,0.9437500238418579,0.21275469660758972,0.925000011920929,0.23314276337623596
5,0.9437500238418579,0.21751800179481506,0.925000011920929,0.23116126656532288
6,0.9437500238418579,0.20418007671833038,0.925000011920929,0.2295164167881012
7,0.9437500238418579,0.19732651114463806,0.925000011920929,0.22780902683734894
8,0.9437500238418579,0.21318168938159943,0.925000011920929,0.2301686704158783
9,0.9437500238418579,0.19016194343566895,0.925000011920929,0.2245699167251587
10,0.9437500238418579,0.21002402901649475,0.925000011920929,0.22273635864257812
11,0.9437500238418579,0.20236626267433167,0.925000011920929,0.22092804312705994
12,0.9437500238418579,0.19696137309074402,0.925000011920929,0.21963605284690857
13,0.9437500238418579,0.19784501194953918,0.925000011920929,0.2179887294769287
14,0.9437500238418579,0.20131540298461914,0.925000011920929,0.216264009475708
15,0.949999988079071,0.17034569382667542,0.925000011920929,0.2146560400724411
16,0.9437500238418579,0.18418137729167938,0.925000011920929,0.21332485973834991
17,0.9437500238418579,0.16918881237506866,0.925000011920929,0.21160340309143066
18,0.9437500238418579,0.1816612035036087,0.925000011920929,0.21035058796405792
19,0.9437500238418579,0.1803482323884964,0.925000011920929,0.20926447212696075
0,0.8187500238418579,0.4456326961517334,0.925000011920929,0.3491121232509613
1,0.8812500238418579,0.4027884602546692,0.925000011920929,0.33622440695762634
2,0.887499988079071,0.36716607213020325,0.925000011920929,0.3289869427680969
3,0.893750011920929,0.33398422598838806,0.925000011920929,0.3214837908744812
4,0.90625,0.38110852241516113,0.925000011920929,0.31497469544410706
5,0.893750011920929,0.3572084903717041,0.925000011920929,0.30871838331222534
6,0.8999999761581421,0.31014007329940796,0.925000011920929,0.30262327194213867
7,0.90625,0.3240340054035187,0.925000011920929,0.2972775101661682
8,0.893750011920929,0.3449220359325409,0.925000011920929,0.2931761145591736
9,0.918749988079071,0.3071039617061615,0.925000011920929,0.2888329327106476
10,0.9125000238418579,0.35744616389274597,0.925000011920929,0.2848377525806427
11,0.8999999761581421,0.3230711817741394,0.925000011920929,0.28099367022514343
12,0.90625,0.30574193596839905,0.925000011920929,0.27747946977615356
13,0.9125000238418579,0.2925730347633362,0.925000011920929,0.2743142247200012
14,0.9125000238418579,0.3214719295501709,0.925000011920929,0.271384060382843
15,0.918749988079071,0.2781704366207123,0.925000011920929,0.26872363686561584
16,0.9125000238418579,0.3263430595397949,0.925000011920929,0.26630011200904846
17,0.918749988079071,0.30979058146476746,0.925000011920929,0.26428547501564026
18,0.9312499761581421,0.29079896211624146,0.925000011920929,0.2624233365058899
19,0.9312499761581421,0.26201003789901733,0.925000011920929,0.2607690095901489
