epoch,accuracy,loss,val_accuracy,val_loss
0,0.9318749904632568,0.2878318130970001,0.9350000023841858,0.2298610806465149
1,0.9431250095367432,0.21996313333511353,0.9350000023841858,0.190721794962883
2,0.9449999928474426,0.19630028307437897,0.9350000023841858,0.17672193050384521
3,0.9462500214576721,0.17609083652496338,0.9350000023841858,0.16288016736507416
4,0.9468749761581421,0.17558935284614563,0.9350000023841858,0.1569661796092987
5,0.9487500190734863,0.1637456715106964,0.9350000023841858,0.14831261336803436
6,0.9487500190734863,0.1591464728116989,0.9350000023841858,0.1424311399459839
7,0.9512500166893005,0.15187117457389832,0.9350000023841858,0.13319173455238342
8,0.9537500143051147,0.14904946088790894,0.9350000023841858,0.1258571296930313
9,0.9543750286102295,0.13882191479206085,0.9350000023841858,0.11936276406049728
10,0.9549999833106995,0.14604610204696655,0.9350000023841858,0.1132853776216507
11,0.9624999761581421,0.13124442100524902,0.9350000023841858,0.11035428196191788
12,0.9543750286102295,0.14483249187469482,0.9350000023841858,0.10558173805475235
13,0.9574999809265137,0.13337017595767975,0.9350000023841858,0.10304758697748184
14,0.9606249928474426,0.1206803098320961,0.9624999761581421,0.09943362325429916
15,0.9606249928474426,0.12340161949396133,0.9624999761581421,0.09661746025085449
16,0.956250011920929,0.13025330007076263,0.9624999761581421,0.09319152683019638
17,0.9568750262260437,0.1239790990948677,0.9624999761581421,0.0902499109506607
18,0.9574999809265137,0.12268560379743576,0.9624999761581421,0.08789044618606567
19,0.9593750238418579,0.1251193881034851,0.9624999761581421,0.08456669747829437
