epoch,accuracy,loss,val_accuracy,val_loss
0,0.9325000047683716,0.2474156767129898,0.9266666769981384,0.2634287178516388
1,0.9391666650772095,0.23960177600383759,0.9266666769981384,0.2454768568277359
2,0.9383333325386047,0.22948944568634033,0.9266666769981384,0.23099520802497864
3,0.9383333325386047,0.21641461551189423,0.9266666769981384,0.22177307307720184
4,0.9383333325386047,0.20950272679328918,0.9266666769981384,0.21880502998828888
5,0.9391666650772095,0.20445260405540466,0.9266666769981384,0.20939593017101288
6,0.9391666650772095,0.19921660423278809,0.9266666769981384,0.20162591338157654
7,0.9366666674613953,0.19656148552894592,0.9266666769981384,0.19468523561954498
8,0.9383333325386047,0.19580145180225372,0.9266666769981384,0.18898645043373108
9,0.9366666674613953,0.18789121508598328,0.9266666769981384,0.1847887933254242
10,0.9383333325386047,0.18897031247615814,0.9266666769981384,0.18143287301063538
11,0.9399999976158142,0.1725570112466812,0.9266666769981384,0.17671696841716766
12,0.9391666650772095,0.1821761280298233,0.9266666769981384,0.17425210773944855
13,0.9399999976158142,0.17886969447135925,0.9266666769981384,0.16914772987365723
14,0.9366666674613953,0.17873916029930115,0.9266666769981384,0.1674647480249405
15,0.9416666626930237,0.17044955492019653,0.9266666769981384,0.165851891040802
16,0.940833330154419,0.17979593575000763,0.9266666769981384,0.16286726295948029
17,0.9433333277702332,0.1621367335319519,0.9266666769981384,0.1597425788640976
18,0.9424999952316284,0.1674526333808899,0.9266666769981384,0.15775994956493378
19,0.940833330154419,0.16872002184391022,0.9266666769981384,0.15669046342372894
